## FlyBase Gene Snapshot Report
## Generated: Wed Nov 25 22:32:29 2020
## Using datasource: dbi:Pg:dbname=fb_2020_06_reporting;host=flysql20;port=5432...
## Genes that currently do not have a gene snapshot are included in this file and marked with "Contributions welcome." in the gene_snapshot_text column.

##FBgn_ID	GeneSymbol	GeneName	datestamp	gene_snapshot_text
FBgn0051501	nxf4	nuclear export factor 4	-	Contributions welcome.
FBgn0037490	CG10053	-	-	Contributions welcome.
FBgn0037492	CG10050	-	-	Contributions welcome.
FBgn0037491	CG1227	-	-	Contributions welcome.
FBgn0011205	fbl	fumble	20190307	fumble (fbl) encodes an enzyme that phosphorylates pantothenate (vitamin B5), which is one of the early steps of the Coenzyme A de novo biosynthesis pathway.
FBgn0028400	Syt4	Synaptotagmin 4	20190314	Synaptotagmin 4 (Syt4) encodes a vesicular calcium binding protein implicated in retrograde signaling at synapses. It is proposed to regulate calcium-dependent cargo trafficking within the postsynaptic compartment.
FBgn0037489	CG1234	-	-	Contributions welcome.
FBgn0017581	Lk6	Lk6 kinase	20180920	Lk6 kinase (Lk6) encodes the single ortholog of MAPK signal integrating kinases, which are phosphorylated and activated by ERK. Lk6 product phosphorylates the protein encoded by eIF4E1 to influence translation initiation via formation of the eIF4F complex.
FBgn0037944	CG6923	-	-	Contributions welcome.
FBgn0037546	mAChR-B	muscarinic Acetylcholine Receptor, B-type	20190711	muscarinic Acetylcholine Receptor, B-type (mAChR-B) encodes a G protein-coupled receptor activated by acetylcholine.
FBgn0010488	NAT1	NAT1	20190919	NAT1 (NAT1) encodes a protein involved in chaeta development.
FBgn0033785	Sans	Scaffold protein containing ankyrin repeats and SAM domain	20190314	Scaffold protein containing ankyrin repeats and SAM domain (Sans) encodes a putative scaffolding protein containing three ankyrin repeats and a sterile alpha motif domain.
FBgn0029800	lin-52	lin-52	20190321	lin-52 (lin-52) encodes a subunit of the MuvB core complex. The MuvB core binds to the oncoprotein encoded by Myb and the Rbf-E2f2-Dp tumor suppressor complex, thereby controlling the expression of many genes, including critical regulators of the cell cycle.
FBgn0004512	Mdr49	Multi drug resistance 49	20180906	Multi drug resistance 49 (Mdr49) encodes drug transmembrane transporter that belongs to the ABCB transporter subfamily and contributes to insecticide resistance.
FBgn0265429	CG44341	-	-	Contributions welcome.
FBgn0033791	Drl-2	Derailed 2	20181011	Derailed 2 (Drl-2) is a member of the RYK gene family encoding a receptor tyrosine kinase that transduces Wnt5 signaling. It regulates salivary gland positioning, muscle attachment site selection and olfactory system development. The products of Drl-2 and drl can play both cooperative and opposing roles, depending on the cells where they are differentially expressed.
FBgn0013987	MAPk-Ak2	MAP kinase activated protein-kinase-2	-	Contributions welcome.
FBgn0033788	CG13323	-	-	Contributions welcome.
FBgn0030872	Ucp4A	Ucp4A	20181004	Ucp4A (Ucp4A) encodes a mitochondrial anion carrier that localizes to the mitochondrial inner membrane and can disrupt the proton gradient generated by the electron transport chain. It is expressed ubiquitously in adult flies, and plays a role in protecting mitochondria from oxidative stress.
FBgn0030871	CG8142	-	-	Contributions welcome.
FBgn0031696	Bub1	Bub1 kinase	20190613	Bub1 kinase (Bub1) encodes a spindle checkpoint protein regulating chromosome congression. It also contributes to clathrin-dependent endocytosis of pathogens.
FBgn0013749	Arf102F	ADP ribosylation factor at 102F	-	Contributions welcome.
FBgn0262570	CG43110	-	-	Contributions welcome.
FBgn0260635	Diap1	Death-associated inhibitor of apoptosis 1	20190307	Death-associated inhibitor of apoptosis 1 (Diap1) encodes an E3 ubiquitin ligase with a caspase inhibitor activity that is involved in the control of apoptosis.
FBgn0030300	Sk1	Sphingosine kinase 1	20190314	Sphingosine kinase 1 (Sk1) encodes an enzyme that catalyzes the phosphorylation of sphingosine to sphingosine 1-phosphate, a bioactive lipid mediator. It regulates cell proliferation, differentiation, endolysosomal trafficking and muscle cell repair.
FBgn0260393	CG17147	-	-	Contributions welcome.
FBgn0030874	Spt7	Spt7	20190801	Spt7 (Spt7) encodes a subunit of the SAGA chromatin modifying complex.
FBgn0026562	SPARC	Secreted protein, acidic, cysteine-rich	20180927	Secreted protein, acidic, cysteine-rich (SPARC) encodes a small calcium and growth factor-binding secreted glycoprotein that is enriched in basement membranes. During cell competition, it is expressed in "loser" cells so they can avoid apoptosis mediated by the products of fwe and azot.
FBgn0030269	CDK2AP1	CDK2-associated protein 1	-	Contributions welcome.
FBgn0030891	Ada3	transcriptional Adaptor 3	20190801	transcriptional Adaptor 3 (Ada3) encodes subunit of some chromatin modifying complexes.
FBgn0036134	FoxK	Forkhead box K	20190307	Forkhead box K (FoxK) encodes a transcription factor in the Fork Head family. It is a direct target of Dpp/BMP signaling during midgut development, and in turn regulates the homeobox gene lab to determine endoderm differentiation. It also regulates antiviral gene expression.
FBgn0260397	Su(var)3-3	Suppressor of variegation 3-3	20190926	Suppressor of variegation 3-3 (Su(var)3-3) encodes a member of the Lysine specific demethylase (LSD1/KDM1) family. It can function both as a transcriptional co-repressor and a co-activator. It demethylates histone H3K4-me2 and -me1 residues, and promotes heterochromatin formation by facilitating H3K9 methylation mediated by the product of Su(var)3-9. It is involved in fertility, wing patterning formation and bristle specification.
FBgn0037106	CG11307	-	-	Contributions welcome.
FBgn0030301	HP5	Heterochromatin protein 5	20181004	Heterochromatin protein 5 (HP5) encodes a component of classical heterochromatin that is involved in gene silencing by heterochromatin.
FBgn0037137	Nopp140	Nopp140	20190314	Nopp140 (Nopp140) encodes a nucleolar and Cajal body protein. It is predicted to function as a chaperone in the assembly of small nucleolar ribonucleoprotein particles within Cajal bodies, their transit to nucleoli, and their association with pre-ribosomal RNA within nucleolar dense fibrillar regions.
FBgn0261811	pico	pico	20190314	pico (pico) encodes an intracellular adapter protein belonging to the MRL family of proteins, which transduce signals from growth factor receptors to changes in the actin cytoskeleton. Its roles include the regulation of growth and cell migration.
FBgn0030099	CG12056	-	-	Contributions welcome.
FBgn0030100	CG12106	-	-	Contributions welcome.
FBgn0058470	CG40470	-	-	Contributions welcome.
FBgn0002873	mud	mushroom body defect	20190314	mushroom body defect (mud) encodes regulates spindle orientation via interactions with the dynein complex.
FBgn0015904	ara	araucan	20180920	araucan (ara) encodes a homeodomain-containing protein of the TALE subfamily and one of the three components of the Iroquois gene complex. ara product acts as a transcriptional regulator to control territorial and cell fate specification, cell sorting behaviour and pattern formation. It also plays a transcription independent cell-autonomous role in cell proliferation control.
FBgn0035480	CG14984	-	-	Contributions welcome.
FBgn0030098	CG12057	-	-	Contributions welcome.
FBgn0030101	CG12118	-	-	Contributions welcome.
FBgn0035479	CG14983	-	-	Contributions welcome.
FBgn0030097	CG12115	-	-	Contributions welcome.
FBgn0027552	CG10863	-	-	Contributions welcome.
FBgn0035476	CG12766	-	-	Contributions welcome.
FBgn0040031	CG12061	-	-	Contributions welcome.
FBgn0036956	CG13813	-	-	Contributions welcome.
FBgn0036935	CG14186	-	-	Contributions welcome.
FBgn0030051	spirit	Serine Protease Immune Response Integrator	-	Contributions welcome.
FBgn0036952	CG6933	-	-	Contributions welcome.
FBgn0030053	CG12081	-	-	Contributions welcome.
FBgn0035471	Sc2	Sc2	-	Contributions welcome.
FBgn0263249	CG43392	-	-	Contributions welcome.
FBgn0002183	dre4	dre4	20190307	dre4 (dre4) encodes a chromatin regulator that, along with the product of Ssrp, forms the facilitates chromatin transcription (FACT) protein complex. FACT facilitates GAGA factor-directed chromatin remodeling.
FBgn0028369	kirre	kin of irre	20190314	kin of irre (kirre) encodes a transmembrane protein of the Ig superfamily that is involved in heterotypic interactions with the product of sns. Interactions with intracellular adaptors regulate cytoskeleton dynamics. Its biological roles include myoblast aggregation and fusion, nephrocyte diaphragm formation, and cell sorting in the eye and wing imaginal discs.
FBgn0036949	CG7290	-	-	Contributions welcome.
FBgn0003048	pcx	pecanex	-	Contributions welcome.
FBgn0263037	CG43332	-	-	Contributions welcome.
FBgn0035281	Cpr62Bc	Cuticular protein 62Bc	-	Contributions welcome.
FBgn0040010	CG17493	-	-	Contributions welcome.
FBgn0037138	P5CDh1	delta-1-Pyrroline-5-carboxylate dehydrogenase 1	20190314	delta-1-Pyrroline-5-carboxylate dehydrogenase 1 (P5CDh1) encodes a conserved, nuclear-encoded mitochondrial matrix enzyme. It is a member of the aldehyde dehydrogenase superfamily involved in proline degradation.
FBgn0041775	tral	trailer hitch	20181108	trailer hitch (tral) encodes a protein required for oocyte dorsoventral patterning via actin and microtubule cytoskeleton organization.
FBgn0002466	sti	sticky	20190314	sticky (sti) encodes a member of the AGC family of kinases that functions to regulate both actin-myosin-mediated cytokinesis and epigenetic gene silencing.
FBgn0037105	S1P	Site-1 protease	-	Contributions welcome.
FBgn0014868	Ost48	Oligosaccharyltransferase 48kD subunit	-	Contributions welcome.
FBgn0035607	CG4835	-	-	Contributions welcome.
FBgn0262624	Tmhs	Tetraspan membrane protein in hair cell stereocilia	-	Contributions welcome.
FBgn0036294	CG10654	-	-	Contributions welcome.
FBgn0036289	CG10657	-	-	Contributions welcome.
FBgn0037068	Cpr78Cb	Cuticular protein 78Cb	-	Contributions welcome.
FBgn0036292	CG10646	-	-	Contributions welcome.
FBgn0036288	CG10660	-	-	Contributions welcome.
FBgn0036948	CG7298	-	-	Contributions welcome.
FBgn0014368	nol	no optic lobe	-	Contributions welcome.
FBgn0261556	CG42674	-	-	Contributions welcome.
FBgn0036138	CG14143	-	-	Contributions welcome.
FBgn0036837	CG18135	-	-	Contributions welcome.
FBgn0002945	nkd	naked cuticle	-	Contributions welcome.
FBgn0036942	CG7328	-	-	Contributions welcome.
FBgn0046301	CG7148	-	-	Contributions welcome.
FBgn0052074	CG32074	-	-	Contributions welcome.
FBgn0030092	fh	frataxin	20190307	frataxin (fh) encodes an essential nuclear encoded protein located in the mitochondrial inner membrane. It is involved in the synthesis of iron-sulfur clusters which are required for ATP production by the respiratory chain as well as other biological processes such as steroidogenesis. The levels of the product of fh are also crucial for protection of the product of mAcon1 against oxidative stress and iron homeostasis.
FBgn0036939	CG7365	-	-	Contributions welcome.
FBgn0036940	obst-J	obstructor-J	-	Contributions welcome.
FBgn0028484	Ack	Activated Cdc42 kinase	-	Contributions welcome.
FBgn0264487	CG43895	-	-	Contributions welcome.
FBgn0052260	CG32260	-	-	Contributions welcome.
FBgn0036136	Ufd1-like	Ubiquitin fusion-degradation 1-like	-	Contributions welcome.
FBgn0036495	CG33259	-	-	Contributions welcome.
FBgn0040696	CG18675	-	-	Contributions welcome.
FBgn0020248	stet	stem cell tumor	20190314	stem cell tumor (stet) encodes a gonad-specific intra-membrane protease of the rhomboid family that activates ligands of the product of Egfr.
FBgn0262099	CG42852	-	-	Contributions welcome.
FBgn0036670	CG13029	-	-	Contributions welcome.
FBgn0043458	CG12084	-	-	Contributions welcome.
FBgn0037525	CG17816	-	-	Contributions welcome.
FBgn0261565	Lmpt	Limpet	-	Contributions welcome.
FBgn0004108	Nrt	Neurotactin	-	Contributions welcome.
FBgn0003206	Ras64B	Ras oncogene at 64B	-	Contributions welcome.
FBgn0035501	CG1299	-	-	Contributions welcome.
FBgn0261274	Ero1L	Endoplasmic reticulum oxidoreductin-1-like	-	Contributions welcome.
FBgn0003710	tipE	temperature-induced paralytic E	-	Contributions welcome.
FBgn0011653	mas	masquerade	-	Contributions welcome.
FBgn0035505	Teh2	tipE homolog 2	20190912	tipE homolog 2 (Teh2) encodes a protein involved in regulation of sodium transport.
FBgn0035233	Pex10	Peroxin 10	20190314	Peroxin 10 (Pex10) encodes a peroxisome protein important for sperm development.
FBgn0028664	VhaM9.7-c	Vacuolar H[+] ATPase M9.7 subunit c	-	Contributions welcome.
FBgn0260985	RfC4	Replication factor C subunit 4	-	Contributions welcome.
FBgn0035499	Chd64	Chd64	20190912	Chd64 (Chd64) encodes a protein involved in the juvenile hormone mediated signaling pathway.
FBgn0035235	CG7879	-	-	Contributions welcome.
FBgn0035315	CG8960	-	-	Contributions welcome.
FBgn0040507	ACXD	Adenylyl cyclase X D	-	Contributions welcome.
FBgn0035232	CG12099	-	-	Contributions welcome.
FBgn0052301	CG32301	-	-	Contributions welcome.
FBgn0052313	CG32313	-	-	Contributions welcome.
FBgn0015360	oxt	peptide O-xylosyltransferase	20190314	peptide O-xylosyltransferase (oxt) encodes an enzyme that catalyzes the first xylose of the linkage region of glycosaminoglycan (GAG). Through GAG synthesis, the product of oxt is involved in several signaling pathways mediated by GAGs in development.
FBgn0033312	CG8642	-	-	Contributions welcome.
FBgn0015359	CG2034	-	-	Contributions welcome.
FBgn0000543	ecd	ecdysoneless	20190307	ecdysoneless (ecd) encodes a protein that physically interacts with several components of the U5 snRPN pre-mRNA splicing complex. Its loss result in intron retention within spok, accounting for ecdysone deficiency of some ecd mutants.
FBgn0052170	CG32170	-	-	Contributions welcome.
FBgn0035321	CG1275	-	-	Contributions welcome.
FBgn0036116	CG7888	-	-	Contributions welcome.
FBgn0052302	CG32302	-	-	Contributions welcome.
FBgn0035228	CG12091	-	-	Contributions welcome.
FBgn0025355	SuUR	Suppressor of Under-Replication	20190919	Suppressor of Under-Replication (SuUR) encodes a chromatin binding protein involved in heterochromatin assembly and regulation of the DNA endoreduplication.
FBgn0015919	caup	caupolican	20180920	caupolican (caup) encodes a homeodomain-containing protein of the TALE subfamily and one of the three components of the Iroquois gene complex. caup product acts as a transcriptional regulator to control territorial and cell fate specification, cell sorting behaviour and pattern formation. It also plays a transcription independent cell-autonomous role in cell proliferation control.
FBgn0036993	CG5910	-	-	Contributions welcome.
FBgn0040823	dpr6	defective proboscis extension response 6	-	Contributions welcome.
FBgn0035318	CG9018	-	-	Contributions welcome.
FBgn0036846	MESR6	Misexpression suppressor of ras 6	-	Contributions welcome.
FBgn0035283	CG12024	-	-	Contributions welcome.
FBgn0036124	CG7839	-	-	Contributions welcome.
FBgn0036131	CG12522	-	-	Contributions welcome.
FBgn0036934	sNPF-R	short neuropeptide F receptor	20190314	short neuropeptide F receptor (sNPF-R) encodes the G-protein-coupled receptor for the  neuropeptide ligand encoded by sNPF, which utilizes the intracelluar ERK pathway or PKA-CREB pathway. It contributes to the regulation of growth, food intake, food-search behavior, appetitive memory, and sleep.
FBgn0263241	Mocs1	Molybdenum cofactor synthesis 1	-	Contributions welcome.
FBgn0035287	CG13937	-	-	Contributions welcome.
FBgn0036988	CG5262	-	-	Contributions welcome.
FBgn0036990	mRpL15	mitochondrial ribosomal protein L15	-	Contributions welcome.
FBgn0036135	mRpL2	mitochondrial ribosomal protein L2	-	Contributions welcome.
FBgn0029158	Las	Lipoic acid synthase	-	Contributions welcome.
FBgn0011204	cue	cueball	-	Contributions welcome.
FBgn0036986	CG5282	-	-	Contributions welcome.
FBgn0044028	Notum	Notum	20190314	Notum (Notum) encodes an enzyme that cleaves glycophosphatidylinositol anchors. It acts via the product of dlp to influence the range and activity of secreted signaling proteins that interact with proteoglycans in the imaginal discs.
FBgn0036108	Cpr67Fa1	Cuticular protein 67Fa1	-	Contributions welcome.
FBgn0036984	CG13248	-	-	Contributions welcome.
FBgn0263776	CG43693	-	-	Contributions welcome.
FBgn0036109	Cpr67Fa2	Cuticular protein 67Fa2	-	Contributions welcome.
FBgn0028978	trbl	tribbles	20190314	tribbles (trbl) encodes the founding member of the Trib family of kinase-like proteins. It contributes to cell growth, cell migration and metabolism.
FBgn0036844	Mkp3	Mitogen-activated protein kinase phosphatase 3	20190314	Mitogen-activated protein kinase phosphatase 3 (Mkp3) encodes a member of the mitogen-activated protein kinase phosphatases that inactivate MAPKs. It dephosphorylates the phosphorylated active forms of the products of p38a and rl.
FBgn0028429	I-2	Inhibitor-2	20190912	Inhibitor-2 (I-2) encodes a protein phosphatase 1 inhibitor.
FBgn0036044	Zasp67	Z band alternatively spliced PDZ-motif protein 67	20190321	Z band alternatively spliced PDZ-motif protein 67 (Zasp67) encodes a member of the Zasp protein family. It is expressed during pupal development and plays a role in adult muscle development, especially in myofibril assembly.
FBgn0036104	CG6418	-	-	Contributions welcome.
FBgn0044049	Ilp4	Insulin-like peptide 4	20190627	Insulin-like peptide 4 (Ilp4) encodes a protein involved in larval feeding behavior.
FBgn0261616	CG42705	-	-	Contributions welcome.
FBgn0053969	CG33969	-	-	Contributions welcome.
FBgn0261633	CG42716	-	-	Contributions welcome.
FBgn0037087	CG7519	-	-	Contributions welcome.
FBgn0016983	smid	smallminded	-	Contributions welcome.
FBgn0036239	Pop2	Pop2	20190801	Pop2 (Pop2) encodes a poly(A)-specific ribonuclease involved in translation inhibition.
FBgn0026432	Grip163	Grip163	20190912	Grip163 (Grip163) encodes a gamma-tubulin binding protein involved in the mitotic cell cycle.
FBgn0264489	CG43897	-	-	Contributions welcome.
FBgn0036932	CG14184	-	-	Contributions welcome.
FBgn0036240	CG6928	-	-	Contributions welcome.
FBgn0037015	cmpy	crimpy	-	Contributions welcome.
FBgn0035150	Rev1	DNA polymerase Rev1	20190926	Rev1 DNA directed polymerase (Rev1) encodes a translesion DNA polymerase with deoxycytidyl transferase activity. It interacts with multiple other translesion polymerases and plays roles in tolerance and repair of DNA damage.
FBgn0037094	CG7611	-	-	Contributions welcome.
FBgn0042131	CG18808	-	-	Contributions welcome.
FBgn0035148	CG3402	-	-	Contributions welcome.
FBgn0263042	CG43337	-	-	Contributions welcome.
FBgn0085289	CG34260	-	-	Contributions welcome.
FBgn0036928	Tom20	Translocase of outer membrane 20	-	Contributions welcome.
FBgn0029152	Mkrn1	Makorin 1	-	Contributions welcome.
FBgn0026371	SAK	Sak kinase	20190314	Sak kinase (SAK) encodes a serine/threonine protein kinase member of the Polo-like kinase family. It phosphorylates centrosomal proteins and self-regulates by autophosphorylation. It is required for centriole biogenesis and formation of the basal bodies of cilia and flagella.
FBgn0036929	CG7668	-	-	Contributions welcome.
FBgn0015239	Hr78	Hormone-receptor-like in 78	20190307	Hormone-receptor-like in 78 (Hr78) encodes a protein induced above a basal level by 20-hydroxyecdysone. Hr78 mutants die during mid-larval stages with defects in molting of the tracheal cuticle.
FBgn0037085	Neu2	Neuroectoderm-expressed 2	-	Contributions welcome.
FBgn0013303	Nca	Neurocalcin	-	Contributions welcome.
FBgn0035779	CG8562	-	-	Contributions welcome.
FBgn0001320	kni	knirps	-	Contributions welcome.
FBgn0035777	CG8563	-	-	Contributions welcome.
FBgn0032101	CG9586	-	-	Contributions welcome.
FBgn0035780	CG18417	-	-	Contributions welcome.
FBgn0035781	CG8560	-	-	Contributions welcome.
FBgn0036911	Fibp	Fibp	-	Contributions welcome.
FBgn0005536	Mbs	Myosin binding subunit	20190314	Myosin binding subunit (Mbs) encodes a regulatory subunit of myosin phosphatase. It interacts with the catalytic subunit of the myosin phosphatase encoded by flw. It is involved in cell movement in various biological processes and in the arrest of constriction of contractile rings and ring canals during oogenesis.
FBgn0035760	CG8607	-	-	Contributions welcome.
FBgn0259203	CG42307	-	-	Contributions welcome.
FBgn0002909	mus312	mutagen-sensitive 312	20190606	mutagen-sensitive 312 (mus312) is a scaffolding protein that interacts with at least three structure-selective endonucleases (encoded by mei-9-Ercc1, mus81-mms4, and slx1). It is involved in DNA repair and meiotic recombination pathways.
FBgn0003205	Ras85D	Ras oncogene at 85D	20190314	Ras oncogene at 85D (Ras85D) encodes a protein that acts downstream of several cell signals, most notably from Receptor Tyrosine Kinases, to regulate tissue growth and development. When abnormally activated it can direct developmental defects and tissue hyperplasia, mimicking aspects of human disease including Rasopathies and cancer, respectively.
FBgn0019662	qm	quemao	20180920	quemao (qm) encodes the ortholog of human geranylgeranyl pyrophosphate synthase (GGPS1), which catalyses protein prenylation and thereby facilitates membrane targeting of proteins. The qm product contributes to heart formation, germ cell migration, and maintenance of plasma membrane integrity in growing oocytes.
FBgn0035769	CTCF	CTCF	20190307	CTCF (CTCF) encodes a ubiquitous transcription factor that binds to insulators and domain boundaries. It mediates insulator function and blocks enhancers by binding to the product of Cp190. It contributes to long-range chromatin interaction, organizes chromatin domain boundaries and coordinates nuclear architecture.
FBgn0035772	Sh3beta	Sh3beta	-	Contributions welcome.
FBgn0262737	mub	mushroom-body expressed	20190926	mushroom-body expressed (mub) encodes a protein involved in thermosensory behavior and regulation of alternative mRNA splicing.
FBgn0082598	akirin	akirin	-	Contributions welcome.
FBgn0031779	CG9175	-	-	Contributions welcome.
FBgn0035771	Sec63	Secretory 63	-	Contributions welcome.
FBgn0015298	Srp19	Signal recognition particle 19	-	Contributions welcome.
FBgn0052380	SMSr	SMSr	-	Contributions welcome.
FBgn0031250	Ent1	Equilibrative nucleoside transporter 1	-	Contributions welcome.
FBgn0031248	CG11912	-	-	Contributions welcome.
FBgn0031249	CG11911	-	-	Contributions welcome.
FBgn0035761	RhoGEF4	Rho guanine nucleotide exchange factor 4	-	Contributions welcome.
FBgn0035766	eco	Establishment of cohesion	-	Contributions welcome.
FBgn0004419	me31B	maternal expression at 31B	-	Contributions welcome.
FBgn0016797	fz2	frizzled 2	-	Contributions welcome.
FBgn0010407	Ror	Ror	20180913	Ror (Ror) encodes a transmembrane receptor tyrosine kinase structurally related to vertebrate neural-specific Wnt-binding Ror receptors. It is primarily expressed in the nervous system and it is likely to signal through the ERK MAP kinase pathway.
FBgn0032586	Tpr2	Tetratricopeptide repeat protein 2	-	Contributions welcome.
FBgn0051717	CG31717	-	-	Contributions welcome.
FBgn0259482	Mob3	MOB kinase activator 3	-	Contributions welcome.
FBgn0037128	CG14572	-	-	Contributions welcome.
FBgn0037129	CG14565	-	-	Contributions welcome.
FBgn0035570	CG13712	-	-	Contributions welcome.
FBgn0042199	CG13713	-	-	Contributions welcome.
FBgn0264472	CG43880	-	-	Contributions welcome.
FBgn0035569	CG15876	-	-	Contributions welcome.
FBgn0047330	CG32235	-	-	Contributions welcome.
FBgn0052237	CG32237	-	-	Contributions welcome.
FBgn0054043	CG34043	-	-	Contributions welcome.
FBgn0261797	Dhc64C	Dynein heavy chain 64C	20190307	Dynein heavy chain 64C (Dhc64C) encodes the heavy chain subunit of the cytoplasmic dynein motor complex. The product of Dhc64C forms a dimer, which binds and hydrolyzes ATP providing the power for movement of dynein. It has an essential function in oocyte polarity, mitotic cell division, embryonic development, and neuronal transport and neurogenesis.
FBgn0005775	Con	Connectin	20190307	Connectin (Con) encodes a transmembrane homophilic cell adhesion protein involved in axon guidance and target recognition.
FBgn0032205	CG4957	-	-	Contributions welcome.
FBgn0035170	dpr20	defective proboscis extension response 20	-	Contributions welcome.
FBgn0036879	Cpr76Bb	Cuticular protein 76Bb	-	Contributions welcome.
FBgn0036880	Cpr76Bc	Cuticular protein 76Bc	-	Contributions welcome.
FBgn0037123	CG14569	-	-	Contributions welcome.
FBgn0037122	CG14570	-	-	Contributions welcome.
FBgn0037120	CG11247	-	-	Contributions welcome.
FBgn0003751	trk	trunk	20190314	trunk (trk) encodes one of its cleaved forms acts as the ligand for the receptor encoded by tor in the early embryo.
FBgn0260749	Utx	Utx histone demethylase	20190321	Utx histone demethylase (Utx) encodes a Jumonji C containing protein that catalyzes the removal of methyl groups from Histone H3 lysine 27. Together with the products of trr and Lpt, it is thought to regulate chromatin structure at transcriptional enhancers.
FBgn0036881	Cpr76Bd	Cuticular protein 76Bd	20190307	Cuticular protein 76Bd (Cpr76Bd) encodes a cuticle component involved in adult fly melanization.
FBgn0036886	CG9300	-	-	Contributions welcome.
FBgn0036878	Cpr76Ba	Cuticular protein 76Ba	-	Contributions welcome.
FBgn0035838	ldbr	lariat debranching enzyme	-	Contributions welcome.
FBgn0264478	CG43886	-	-	Contributions welcome.
FBgn0002899	mus301	mutagen-sensitive 301	20190314	mutagen-sensitive 301 (mus301) encodes a member of the Mus308 subfamily of ATP-dependent helicases. It is involved in the repair of double-strand DNA breaks during recombination and in somatic cells, and in chromosome segregation. It contributes to dorsal-ventral patterning during oogenesis and posterior oocyte positioning.
FBgn0035849	ERR	estrogen-related receptor	20190307	estrogen-related receptor (ERR) encodes a protein that directly induces a transcriptional switch in mid-embryogenesis, up-regulating the genes that act in biosynthetic pathways associated with aerobic glycolysis. This nuclear receptor establishes the metabolic state that supports growth during larval stages.
FBgn0035844	CG13676	-	-	Contributions welcome.
FBgn0020392	Nmt	N-myristoyl transferase	-	Contributions welcome.
FBgn0040290	RecQ4	RecQ4 helicase	20190314	RecQ4 helicase (RecQ4) encodes an important protein for genome stability and DNA metabolism. It can utilize energy from ATP hydrolysis to help the DNA strand separation and exchange, playing a critical role in replication and repair.
FBgn0011305	Rsf1	Repressor splicing factor 1	-	Contributions welcome.
FBgn0029113	Uba2	Ubiquitin-like activating enzyme 2	20190926	Ubiquitin-like activating enzyme 2 (Uba2) encodes one of two subunits (along with the product of Aos1) of the heterodimeric SUMO activating enzyme. It contains the catalytic cysteine residue that first becomes adenylated using ATP and that then forms a thioester linkage to the C-terminal end of SUMO.
FBgn0026379	Pten	Phosphatase and tensin homolog	20181018	Phosphatase and tensin homolog (Pten) encodes a dual lipid and protein phosphatase that primarily counters the effects of the insulin-regulated lipid kinase, encoded by Pi3K92E. It inhibits cell growth, cell proliferation and cellular events controlling cytoskeletal and junctional rearrangements.
FBgn0036193	CG14135	-	-	Contributions welcome.
FBgn0042112	mRpL36	mitochondrial ribosomal protein L36	-	Contributions welcome.
FBgn0035839	CG7550	-	-	Contributions welcome.
FBgn0036199	Bmcp	Bmcp	-	Contributions welcome.
FBgn0261381	mtTFB1	Mitochondrial Transcription Factor B1	-	Contributions welcome.
FBgn0024248	chico	chico	20190613	chico (chico) encodes a substrate of the product of InR. As a key component of the Insulin pathway, the chico product plays an essential role in the control of cell size and growth.
FBgn0036203	Muc68D	Mucin 68D	-	Contributions welcome.
FBgn0036198	crim	crimpled	20190919	crimpled (crim) encodes a protein involved in tracheal system development and the localization of septate junction components.
FBgn0036196	CG11658	-	-	Contributions welcome.
FBgn0040817	CG14132	-	-	Contributions welcome.
FBgn0032200	CG5676	-	-	Contributions welcome.
FBgn0000229	bsk	basket	20190307	basket (bsk) encodes a serine/threonine-protein kinase, a key component of JNK pathway that phosphorylates the transcription factor encoded by Jra. Its roles include regulation of cell shape and stress response.
FBgn0037126	CG14567	-	-	Contributions welcome.
FBgn0037121	Rpb8	Rpb8	-	Contributions welcome.
FBgn0025814	Mgstl	Microsomal glutathione S-transferase-like	-	Contributions welcome.
FBgn0028695	Rpn1	Regulatory particle non-ATPase 1	20190801	Regulatory particle non-ATPase 1 (Rpn1) encodes a component of the 26S proteasome, which degrades polyubiquitinated proteins in the cytoplasm and nucleus.
FBgn0037124	CG14568	-	-	Contributions welcome.
FBgn0004915	TfIIB	Transcription factor IIB	20190314	Transcription factor IIB (TfIIB) encodes a basal transcription factor that binds to the TATA box-binding protein. It is required for the initiation of transcription by RNA polymerase II.
FBgn0020887	Su(z)12	Su(z)12	20190926	Su(z)12 (Su(z)12) is a member of the Polycomb group of genes with products involved in transcriptional silencing. Su(z)12 encodes a subunit of Polycomb repressive complex 2 (PRC2), where it is required for the histone methyltransferase activity that yields trimethylation of histone H3 on lysine 27 (H3-K27me3).
FBgn0035124	ttm2	tiny tim 2	20190314	tiny tim 2 (ttm2) encodes a mitochondrial inner membrane protein that is involved in mitochondrial protein translocation and maintenance of mitochondrial membrane potential.
FBgn0036959	CG6951	-	-	Contributions welcome.
FBgn0036916	Mtr3	Mtr3	-	Contributions welcome.
FBgn0036962	CG17122	-	-	Contributions welcome.
FBgn0003124	polo	polo	-	Contributions welcome.
FBgn0032250	holn1	hole-in-one	20190801	hole-in-one (holn1) encodes a protein involved in wound healing.
FBgn0052343	Atac3	Ada2a-containing complex component 3	20190627	Ada2a-containing complex component 3 (Atac3) encodes a protein involved in chromatin remodeling and histone acetylation.
FBgn0036969	Spn77Bb	Serpin 77Bb	-	Contributions welcome.
